,date,hr,tickets
913,2022-08-08,1,0
914,2022-08-08,2,0
915,2022-08-08,3,0
916,2022-08-08,4,0
917,2022-08-08,5,0
918,2022-08-08,6,0
919,2022-08-08,7,0
920,2022-08-08,8,36.31137725
921,2022-08-08,9,77.16167665
922,2022-08-08,10,118.011976
923,2022-08-08,11,140.7065868
924,2022-08-08,12,136.1676647
925,2022-08-08,13,115.742515
926,2022-08-08,14,95.31736527
927,2022-08-08,15,86.23952096
928,2022-08-08,16,81.7005988
929,2022-08-08,17,74.89221557
930,2022-08-08,18,65.81437126
931,2022-08-08,19,49.92814371
932,2022-08-08,20,36.31137725
933,2022-08-08,21,22.69461078
934,2022-08-08,22,0
935,2022-08-08,23,0
936,2022-08-09,0,0
937,2022-08-09,1,0
938,2022-08-09,2,0
939,2022-08-09,3,0
940,2022-08-09,4,0
941,2022-08-09,5,0
942,2022-08-09,6,0
943,2022-08-09,7,0
944,2022-08-09,8,23.47305389
945,2022-08-09,9,49.88023952
946,2022-08-09,10,76.28742515
947,2022-08-09,11,90.95808383
948,2022-08-09,12,88.0239521
949,2022-08-09,13,74.82035928
950,2022-08-09,14,61.61676647
951,2022-08-09,15,55.74850299
952,2022-08-09,16,52.81437126
953,2022-08-09,17,48.41317365
954,2022-08-09,18,42.54491018
955,2022-08-09,19,32.2754491
956,2022-08-09,20,23.47305389
957,2022-08-09,21,14.67065868
958,2022-08-09,22,0
959,2022-08-09,23,0
960,2022-08-10,0,0
961,2022-08-10,1,0
962,2022-08-10,2,0
963,2022-08-10,3,0
964,2022-08-10,4,0
965,2022-08-10,5,0
966,2022-08-10,6,0
967,2022-08-10,7,0
968,2022-08-10,8,21.62075848
969,2022-08-10,9,45.94411178
970,2022-08-10,10,70.26746507
971,2022-08-10,11,83.78043912
972,2022-08-10,12,81.07784431
973,2022-08-10,13,68.91616766
974,2022-08-10,14,56.75449102
975,2022-08-10,15,51.3493014
976,2022-08-10,16,48.64670659
977,2022-08-10,17,44.59281437
978,2022-08-10,18,39.18762475
979,2022-08-10,19,29.72854291
980,2022-08-10,20,21.62075848
981,2022-08-10,21,13.51297405
982,2022-08-10,22,0
983,2022-08-10,23,0
984,2022-08-11,0,0
985,2022-08-11,1,0
986,2022-08-11,2,0
987,2022-08-11,3,0
988,2022-08-11,4,0
989,2022-08-11,5,0
990,2022-08-11,6,0
991,2022-08-11,7,0
992,2022-08-11,8,25.58083832
993,2022-08-11,9,54.35928144
994,2022-08-11,10,83.13772455
995,2022-08-11,11,99.1257485
996,2022-08-11,12,95.92814371
997,2022-08-11,13,81.53892216
998,2022-08-11,14,67.1497006
999,2022-08-11,15,60.75449102
1000,2022-08-11,16,57.55688623
1001,2022-08-11,17,52.76047904
1002,2022-08-11,18,46.36526946
1003,2022-08-11,19,35.17365269
1004,2022-08-11,20,25.58083832
1005,2022-08-11,21,15.98802395
1006,2022-08-11,22,0
1007,2022-08-11,23,0
1008,2022-08-12,0,0
1009,2022-08-12,1,0
1010,2022-08-12,2,0
1011,2022-08-12,3,0
1012,2022-08-12,4,0
1013,2022-08-12,5,0
1014,2022-08-12,6,0
1015,2022-08-12,7,0
1016,2022-08-12,8,25.48502994
1017,2022-08-12,9,54.15568862
1018,2022-08-12,10,82.82634731
1019,2022-08-12,11,98.75449102
1020,2022-08-12,12,95.56886228
1021,2022-08-12,13,81.23353293
1022,2022-08-12,14,66.89820359
1023,2022-08-12,15,60.52694611
1024,2022-08-12,16,57.34131737
1025,2022-08-12,17,52.56287425
1026,2022-08-12,18,46.19161677
1027,2022-08-12,19,35.04191617
1028,2022-08-12,20,25.48502994
1029,2022-08-12,21,15.92814371
1030,2022-08-12,22,0
1031,2022-08-12,23,0
1032,2022-08-13,0,0
1033,2022-08-13,1,0
1034,2022-08-13,2,0
1035,2022-08-13,3,0
1036,2022-08-13,4,0
1037,2022-08-13,5,0
1038,2022-08-13,6,0
1039,2022-08-13,7,0
1040,2022-08-13,8,47.87225549
1041,2022-08-13,9,101.7285429
1042,2022-08-13,10,155.5848303
1043,2022-08-13,11,185.50499
1044,2022-08-13,12,179.5209581
1045,2022-08-13,13,152.5928144
1046,2022-08-13,14,125.6646707
1047,2022-08-13,15,113.6966068
1048,2022-08-13,16,107.7125749
1049,2022-08-13,17,98.73652695
1050,2022-08-13,18,86.76846307
1051,2022-08-13,19,65.8243513
1052,2022-08-13,20,47.87225549
1053,2022-08-13,21,29.92015968
1054,2022-08-13,22,0
1055,2022-08-13,23,0
1056,2022-08-14,0,0
1057,2022-08-14,1,0
1058,2022-08-14,2,0
1059,2022-08-14,3,0
1060,2022-08-14,4,0
1061,2022-08-14,5,0
1062,2022-08-14,6,0
1063,2022-08-14,7,0
1064,2022-08-14,8,58.57085828
1065,2022-08-14,9,124.4630739
1066,2022-08-14,10,190.3552894
1067,2022-08-14,11,226.9620758
1068,2022-08-14,12,219.6407186
1069,2022-08-14,13,186.6946108
1070,2022-08-14,14,153.748503
1071,2022-08-14,15,139.1057884
1072,2022-08-14,16,131.7844311
1073,2022-08-14,17,120.8023952
1074,2022-08-14,18,106.1596806
1075,2022-08-14,19,80.53493014
1076,2022-08-14,20,58.57085828
1077,2022-08-14,21,36.60678643
1078,2022-08-14,22,0
1079,2022-08-14,23,0
1080,2022-08-15,0,0
1081,2022-08-15,1,0
1082,2022-08-15,2,0
1083,2022-08-15,3,0
1084,2022-08-15,4,0
1085,2022-08-15,5,0
1086,2022-08-15,6,0
1087,2022-08-15,7,0
1088,2022-08-15,8,46.81836327
1089,2022-08-15,9,99.48902196
1090,2022-08-15,10,152.1596806
1091,2022-08-15,11,181.4211577
1092,2022-08-15,12,175.5688623
1093,2022-08-15,13,149.2335329
1094,2022-08-15,14,122.8982036
1095,2022-08-15,15,111.1936128
1096,2022-08-15,16,105.3413174
1097,2022-08-15,17,96.56287425
1098,2022-08-15,18,84.85828343
1099,2022-08-15,19,64.3752495
1100,2022-08-15,20,46.81836327
1101,2022-08-15,21,29.26147705
1102,2022-08-15,22,0
1103,2022-08-15,23,0
1104,2022-08-16,0,0
1105,2022-08-16,1,0
1106,2022-08-16,2,0
1107,2022-08-16,3,0
1108,2022-08-16,4,0
1109,2022-08-16,5,0
1110,2022-08-16,6,0
1111,2022-08-16,7,0
1112,2022-08-16,8,35.8003992
1113,2022-08-16,9,76.0758483
1114,2022-08-16,10,116.3512974
1115,2022-08-16,11,138.7265469
1116,2022-08-16,12,134.251497
1117,2022-08-16,13,114.1137725
1118,2022-08-16,14,93.9760479
1119,2022-08-16,15,85.0259481
1120,2022-08-16,16,80.5508982
1121,2022-08-16,17,73.83832335
1122,2022-08-16,18,64.88822355
1123,2022-08-16,19,49.2255489
1124,2022-08-16,20,35.8003992
1125,2022-08-16,21,22.3752495
1126,2022-08-16,22,0
1127,2022-08-16,23,0
1128,2022-08-17,0,0
1129,2022-08-17,1,0
1130,2022-08-17,2,0
1131,2022-08-17,3,0
1132,2022-08-17,4,0
1133,2022-08-17,5,0
1134,2022-08-17,6,0
1135,2022-08-17,7,0
1136,2022-08-17,8,33.37325349
1137,2022-08-17,9,70.91816367
1138,2022-08-17,10,108.4630739
1139,2022-08-17,11,129.3213573
1140,2022-08-17,12,125.1497006
1141,2022-08-17,13,106.3772455
1142,2022-08-17,14,87.60479042
1143,2022-08-17,15,79.26147705
1144,2022-08-17,16,75.08982036
1145,2022-08-17,17,68.83233533
1146,2022-08-17,18,60.48902196
1147,2022-08-17,19,45.88822355
1148,2022-08-17,20,33.37325349
1149,2022-08-17,21,20.85828343
1150,2022-08-17,22,0
1151,2022-08-17,23,0
1152,2022-08-18,0,0
1153,2022-08-18,1,0
1154,2022-08-18,2,0
1155,2022-08-18,3,0
1156,2022-08-18,4,0
1157,2022-08-18,5,0
1158,2022-08-18,6,0
1159,2022-08-18,7,0
1160,2022-08-18,8,28.23153693
1161,2022-08-18,9,59.99201597
1162,2022-08-18,10,91.75249501
1163,2022-08-18,11,109.3972056
1164,2022-08-18,12,105.8682635
1165,2022-08-18,13,89.98802395
1166,2022-08-18,14,74.10778443
1167,2022-08-18,15,67.0499002
1168,2022-08-18,16,63.52095808
1169,2022-08-18,17,58.22754491
1170,2022-08-18,18,51.16966068
1171,2022-08-18,19,38.81836327
1172,2022-08-18,20,28.23153693
1173,2022-08-18,21,17.64471058
1174,2022-08-18,22,0
1175,2022-08-18,23,0
1176,2022-08-19,0,0
1177,2022-08-19,1,0
1178,2022-08-19,2,0
1179,2022-08-19,3,0
1180,2022-08-19,4,0
1181,2022-08-19,5,0
1182,2022-08-19,6,0
1183,2022-08-19,7,0
1184,2022-08-19,8,39.12175649
1185,2022-08-19,9,83.13373253
1186,2022-08-19,10,127.1457086
1187,2022-08-19,11,151.5968064
1188,2022-08-19,12,146.7065868
1189,2022-08-19,13,124.7005988
1190,2022-08-19,14,102.6946108
1191,2022-08-19,15,92.91417166
1192,2022-08-19,16,88.0239521
1193,2022-08-19,17,80.68862275
1194,2022-08-19,18,70.90818363
1195,2022-08-19,19,53.79241517
1196,2022-08-19,20,39.12175649
1197,2022-08-19,21,24.4510978
1198,2022-08-19,22,0
1199,2022-08-19,23,0
1200,2022-08-20,0,0
1201,2022-08-20,1,0
1202,2022-08-20,2,0
1203,2022-08-20,3,0
1204,2022-08-20,4,0
1205,2022-08-20,5,0
1206,2022-08-20,6,0
1207,2022-08-20,7,0
1208,2022-08-20,8,60.26347305
1209,2022-08-20,9,128.0598802
1210,2022-08-20,10,195.8562874
1211,2022-08-20,11,233.5209581
1212,2022-08-20,12,225.988024
1213,2022-08-20,13,192.0898204
1214,2022-08-20,14,158.1916168
1215,2022-08-20,15,143.1257485
1216,2022-08-20,16,135.5928144
1217,2022-08-20,17,124.2934132
1218,2022-08-20,18,109.2275449
1219,2022-08-20,19,82.86227545
1220,2022-08-20,20,60.26347305
1221,2022-08-20,21,37.66467066
1222,2022-08-20,22,0
1223,2022-08-20,23,0
1224,2022-08-21,0,0
1225,2022-08-21,1,0
1226,2022-08-21,2,0
1227,2022-08-21,3,0
1228,2022-08-21,4,0
1229,2022-08-21,5,0
1230,2022-08-21,6,0
1231,2022-08-21,7,0
1232,2022-08-21,8,66.33133733
1233,2022-08-21,9,140.9540918
1234,2022-08-21,10,215.5768463
1235,2022-08-21,11,257.0339321
1236,2022-08-21,12,248.742515
1237,2022-08-21,13,211.4311377
1238,2022-08-21,14,174.1197605
1239,2022-08-21,15,157.5369261
1240,2022-08-21,16,149.245509
1241,2022-08-21,17,136.8083832
1242,2022-08-21,18,120.2255489
1243,2022-08-21,19,91.20558882
1244,2022-08-21,20,66.33133733
1245,2022-08-21,21,41.45708583
1246,2022-08-21,22,0
1247,2022-08-21,23,0
1248,2022-08-22,0,0
1249,2022-08-22,1,0
1250,2022-08-22,2,0
1251,2022-08-22,3,0
1252,2022-08-22,4,0
1253,2022-08-22,5,0
1254,2022-08-22,6,0
1255,2022-08-22,7,0
1256,2022-08-22,8,53.5249501
1257,2022-08-22,9,113.740519
1258,2022-08-22,10,173.9560878
1259,2022-08-22,11,207.4091816
1260,2022-08-22,12,200.7185629
1261,2022-08-22,13,170.6107784
1262,2022-08-22,14,140.502994
1263,2022-08-22,15,127.1217565
1264,2022-08-22,16,120.4311377
1265,2022-08-22,17,110.3952096
1266,2022-08-22,18,97.01397206
1267,2022-08-22,19,73.59680639
1268,2022-08-22,20,53.5249501
1269,2022-08-22,21,33.45309381
1270,2022-08-22,22,0
1271,2022-08-22,23,0
1272,2022-08-23,0,0
1273,2022-08-23,1,0
1274,2022-08-23,2,0
1275,2022-08-23,3,0
1276,2022-08-23,4,0
1277,2022-08-23,5,0
1278,2022-08-23,6,0
1279,2022-08-23,7,0
1280,2022-08-23,8,38.35528942
1281,2022-08-23,9,81.50499002
1282,2022-08-23,10,124.6546906
1283,2022-08-23,11,148.6267465
1284,2022-08-23,12,143.8323353
1285,2022-08-23,13,122.257485
1286,2022-08-23,14,100.6826347
1287,2022-08-23,15,91.09381238
1288,2022-08-23,16,86.2994012
1289,2022-08-23,17,79.10778443
1290,2022-08-23,18,69.51896208
1291,2022-08-23,19,52.73852295
1292,2022-08-23,20,38.35528942
1293,2022-08-23,21,23.97205589
1294,2022-08-23,22,0
1295,2022-08-23,23,0
1296,2022-08-24,0,0
1297,2022-08-24,1,0
1298,2022-08-24,2,0
1299,2022-08-24,3,0
1300,2022-08-24,4,0
1301,2022-08-24,5,0
1302,2022-08-24,6,0
1303,2022-08-24,7,0
1304,2022-08-24,8,42.85828343
1305,2022-08-24,9,91.0738523
1306,2022-08-24,10,139.2894212
1307,2022-08-24,11,166.0758483
1308,2022-08-24,12,160.7185629
1309,2022-08-24,13,136.6107784
1310,2022-08-24,14,112.502994
1311,2022-08-24,15,101.7884232
1312,2022-08-24,16,96.43113772
1313,2022-08-24,17,88.39520958
1314,2022-08-24,18,77.68063872
1315,2022-08-24,19,58.93013972
1316,2022-08-24,20,42.85828343
1317,2022-08-24,21,26.78642715
1318,2022-08-24,22,0
1319,2022-08-24,23,0
1320,2022-08-25,0,0
1321,2022-08-25,1,0
1322,2022-08-25,2,0
1323,2022-08-25,3,0
1324,2022-08-25,4,0
1325,2022-08-25,5,0
1326,2022-08-25,6,0
1327,2022-08-25,7,0
1328,2022-08-25,8,35.09780439
1329,2022-08-25,9,74.58283433
1330,2022-08-25,10,114.0678643
1331,2022-08-25,11,136.003992
1332,2022-08-25,12,131.6167665
1333,2022-08-25,13,111.8742515
1334,2022-08-25,14,92.13173653
1335,2022-08-25,15,83.35728543
1336,2022-08-25,16,78.97005988
1337,2022-08-25,17,72.38922156
1338,2022-08-25,18,63.61477046
1339,2022-08-25,19,48.25948104
1340,2022-08-25,20,35.09780439
1341,2022-08-25,21,21.93612774
1342,2022-08-25,22,0
1343,2022-08-25,23,0
1344,2022-08-26,0,0
1345,2022-08-26,1,0
1346,2022-08-26,2,0
1347,2022-08-26,3,0
1348,2022-08-26,4,0
1349,2022-08-26,5,0
1350,2022-08-26,6,0
1351,2022-08-26,7,0
1352,2022-08-26,8,42.37924152
1353,2022-08-26,9,90.05588822
1354,2022-08-26,10,137.7325349
1355,2022-08-26,11,164.2195609
1356,2022-08-26,12,158.9221557
1357,2022-08-26,13,135.0838323
1358,2022-08-26,14,111.245509
1359,2022-08-26,15,100.6506986
1360,2022-08-26,16,95.35329341
1361,2022-08-26,17,87.40718563
1362,2022-08-26,18,76.81237525
1363,2022-08-26,19,58.27145709
1364,2022-08-26,20,42.37924152
1365,2022-08-26,21,26.48702595
1366,2022-08-26,22,0
1367,2022-08-26,23,0
1368,2022-08-27,0,0
1369,2022-08-27,1,0
1370,2022-08-27,2,0
1371,2022-08-27,3,0
1372,2022-08-27,4,0
1373,2022-08-27,5,0
1374,2022-08-27,6,0
1375,2022-08-27,7,0
1376,2022-08-27,8,50.52295409
1377,2022-08-27,9,107.3612774
1378,2022-08-27,10,164.1996008
1379,2022-08-27,11,195.7764471
1380,2022-08-27,12,189.4610778
1381,2022-08-27,13,161.0419162
1382,2022-08-27,14,132.6227545
1383,2022-08-27,15,119.992016
1384,2022-08-27,16,113.6766467
1385,2022-08-27,17,104.2035928
1386,2022-08-27,18,91.57285429
1387,2022-08-27,19,69.46906188
1388,2022-08-27,20,50.52295409
1389,2022-08-27,21,31.57684631
1390,2022-08-27,22,0
1391,2022-08-27,23,0
1392,2022-08-28,0,0
1393,2022-08-28,1,0
1394,2022-08-28,2,0
1395,2022-08-28,3,0
1396,2022-08-28,4,0
1397,2022-08-28,5,0
1398,2022-08-28,6,0
1399,2022-08-28,7,0
1400,2022-08-28,8,48.41516966
1401,2022-08-28,9,102.8822355
1402,2022-08-28,10,157.3493014
1403,2022-08-28,11,187.6087824
1404,2022-08-28,12,181.5568862
1405,2022-08-28,13,154.3233533
1406,2022-08-28,14,127.0898204
1407,2022-08-28,15,114.9860279
1408,2022-08-28,16,108.9341317
1409,2022-08-28,17,99.85628743
1410,2022-08-28,18,87.75249501
1411,2022-08-28,19,66.57085828
1412,2022-08-28,20,48.41516966
1413,2022-08-28,21,30.25948104
1414,2022-08-28,22,0
1415,2022-08-28,23,0
1416,2022-08-29,0,0
1417,2022-08-29,1,0
1418,2022-08-29,2,0
1419,2022-08-29,3,0
1420,2022-08-29,4,0
1421,2022-08-29,5,0
1422,2022-08-29,6,0
1423,2022-08-29,7,0
1424,2022-08-29,8,30.43512974
1425,2022-08-29,9,64.6746507
1426,2022-08-29,10,98.91417166
1427,2022-08-29,11,117.9361277
1428,2022-08-29,12,114.1317365
1429,2022-08-29,13,97.01197605
1430,2022-08-29,14,79.89221557
1431,2022-08-29,15,72.28343313
1432,2022-08-29,16,68.47904192
1433,2022-08-29,17,62.77245509
1434,2022-08-29,18,55.16367265
1435,2022-08-29,19,41.84830339
1436,2022-08-29,20,30.43512974
1437,2022-08-29,21,19.02195609
1438,2022-08-29,22,0
1439,2022-08-29,23,0
1440,2022-08-30,0,0
1441,2022-08-30,1,0
1442,2022-08-30,2,0
1443,2022-08-30,3,0
1444,2022-08-30,4,0
1445,2022-08-30,5,0
1446,2022-08-30,6,0
1447,2022-08-30,7,0
1448,2022-08-30,8,33.82035928
1449,2022-08-30,9,71.86826347
1450,2022-08-30,10,109.9161677
1451,2022-08-30,11,131.0538922
1452,2022-08-30,12,126.8263473
1453,2022-08-30,13,107.8023952
1454,2022-08-30,14,88.77844311
1455,2022-08-30,15,80.32335329
1456,2022-08-30,16,76.09580838
1457,2022-08-30,17,69.75449102
1458,2022-08-30,18,61.2994012
1459,2022-08-30,19,46.50299401
1460,2022-08-30,20,33.82035928
1461,2022-08-30,21,21.13772455
1462,2022-08-30,22,0
1463,2022-08-30,23,0
1464,2022-08-31,0,0
1465,2022-08-31,1,0
1466,2022-08-31,2,0
1467,2022-08-31,3,0
1468,2022-08-31,4,0
1469,2022-08-31,5,0
1470,2022-08-31,6,0
1471,2022-08-31,7,0
1472,2022-08-31,8,18.6506986
1473,2022-08-31,9,39.63273453
1474,2022-08-31,10,60.61477046
1475,2022-08-31,11,72.27145709
1476,2022-08-31,12,69.94011976
1477,2022-08-31,13,59.4491018
1478,2022-08-31,14,48.95808383
1479,2022-08-31,15,44.29540918
1480,2022-08-31,16,41.96407186
1481,2022-08-31,17,38.46706587
1482,2022-08-31,18,33.80439122
1483,2022-08-31,19,25.64471058
1484,2022-08-31,20,18.6506986
1485,2022-08-31,21,11.65668663
1486,2022-08-31,22,0
1487,2022-08-31,23,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
